UserId:ItemId,Prediction
u0000039:i0060196,7.7878607907
u0000039:i0099077,7.44865579286
u0000039:i0102926,7.60097297489
u0000039:i0109830,7.80448963347
u0000039:i0113277,7.40278298349
u0000039:i0114924,6.14287443051
u0000039:i0116695,6.82527506252
u0000039:i0119217,7.53079335178
u0000039:i0139462,6.41722173232
u0000039:i0146984,6.43079970042
u0000039:i0230838,6.26708937896
u0000039:i0240890,6.39819030073
u0000039:i0281358,6.60571620295
u0000039:i0376541,6.79848501754
u0000039:i0380389,6.75451629769
u0000039:i0405159,7.50059169678
u0000039:i0473360,4.98910850673
u0000039:i0484740,5.6774864188
u0000039:i0780536,7.15737609176
u0000039:i0907657,7.00323525529
u0000039:i1023111,6.11707675899
u0000039:i1126590,6.72880760484
u0000039:i1294226,6.46152173143
u0000039:i1306980,6.81595688559
u0000039:i1375666,7.6554005369
u0000039:i1392190,6.52315809138
u0000039:i1403981,6.63077860511
u0000039:i1498569,6.43517027025
u0000039:i1595656,5.42095668407
u0000039:i1606389,6.2732587286
u0000039:i1613750,6.78178184495
u0000039:i1638002,6.43167805352
u0000039:i1655441,6.52315809138
u0000039:i1659337,7.07041726296
u0000039:i1702439,6.01211290671
u0000039:i1714915,6.75725772425
u0000039:i1809398,6.66525688579
u0000039:i1850397,6.35555113531
u0000039:i1951265,6.09761062817
u0000039:i1972779,5.89955012038
u0000039:i2034031,6.32256145873
u0000039:i2082197,7.35866345581
u0000039:i2084970,7.42633264082
u0000039:i2199571,6.52315809138
u0000039:i2309260,6.52315809138
u0000039:i2562232,7.42590130916
u0000039:i2582802,7.78307796738
u0000039:i2713180,6.93978097723
u0000039:i2872718,7.16317468769
u0000039:i3235888,7.24658115047
u0000039:i3729920,6.22851590894
u0000046:i0033467,8.34721816281
u0000046:i0041959,8.18992046054
u0000046:i0056663,7.79286687554
u0000046:i0100234,8.6516398319
u0000046:i0166924,7.87338083312
u0000046:i0233841,7.53835989883
u0000046:i0361862,7.423486946
u0000046:i0499335,7.01814298338
u0000046:i1020072,7.57749014221
u0000046:i1100089,6.83334754749
u0000046:i1392190,7.01814298338
u0000046:i1791528,6.82680737157
u0000046:i2141941,7.01814298338
u0000046:i2326554,7.79612287948
u0000046:i2582802,8.3736670583
u0000046:i2788710,6.52655376621
u0000046:i2802154,7.95462436242
u0000046:i3235888,7.79646023325
u0000046:i3263614,7.10039126086
u0000046:i3374966,7.58330891788
u0000046:i3416744,7.01814298338
u0000046:i3612616,7.81169773224
u0000046:i3630276,7.44629714155
u0000046:i3715320,7.01814298338
u0000046:i4408178,7.01814298338
u0000060:i0418279,8.38911576017
u0000060:i0816692,9.42906903798
u0000060:i1055369,7.12723138073
u0000060:i1399103,7.73276016539
u0000060:i1418377,5.9218730269
u0000060:i2024469,8.09146912507
u0000060:i2872732,7.50852145422
u0000077:i0068646,7.53380669483
u0000077:i0073195,7.26911915261
u0000077:i0455407,5.97996388845
u0000077:i0479997,4.57364657649
u0000077:i1229238,6.37607912812
u0000077:i1385956,7.04144143099
u0000077:i1499658,6.09848080878
u0000077:i1600196,6.28484944504
u0000077:i1661820,6.41468089972
u0000077:i2084970,7.30283606173
u0000077:i2096673,6.41468089972
u0000077:i2245084,7.01039327004
u0000077:i2267998,7.17396999896
u0000077:i2310332,6.72010054528
u0000077:i2395427,6.41468089972
u0000077:i2515034,6.41468089972
u0000077:i2609222,7.01470914642
u0000077:i2692904,6.47919315239
u0000077:i2802144,5.7513744832
u0000077:i2911666,6.36259992195
u0000077:i3045616,6.41468089972
u0000077:i3416742,6.83464615735
u0000083:i0073486,9.43614835009
u0000083:i0086250,9.08926430596
u0000083:i0102926,9.2037516255
u0000083:i0105695,9.12308343485
u0000083:i0109830,9.45018281047
u0000083:i0110413,9.29868300239
u0000083:i0110912,9.28834470541
u0000083:i0114369,9.2195910052
u0000083:i0114814,9.15566841725
u0000083:i0119174,8.70133468451
u0000083:i0119488,9.1366633713
u0000083:i0120586,9.29265729024
u0000083:i0120735,8.81258983484
u0000083:i0120815,9.37655649958
u0000083:i0137523,9.13464340972
u0000083:i0139654,8.40326906326
u0000083:i0144084,7.95075654952
u0000083:i0208092,8.90639346151
u0000083:i0209144,9.14114529902
u0000083:i0221027,8.56472669184
u0000083:i0236493,7.2993371147
u0000083:i0264464,8.88043926106
u0000083:i0266987,8.5103266118
u0000083:i0268978,9.21777421217
u0000083:i0278504,7.8748561429
u0000083:i0315733,8.55077259724
u0000083:i0327056,8.87543003938
u0000083:i0361748,8.74493419
u0000083:i0361862,8.35486319229
u0000083:i0362227,8.35577181721
u0000083:i0407887,9.26251516191
u0000083:i0421715,9.1876903277
u0000083:i0452623,8.26369127409
u0000083:i0469494,9.14588379481
u0000083:i0477348,8.70776465277
u0000083:i0482571,9.27245702896
u0000083:i0816692,9.15380367642
u0000083:i0884732,8.20672776123
u0000083:i0964517,8.66012803731
u0000083:i1014763,7.8986633797
u0000083:i1032755,8.13872162924
u0000083:i1100089,7.6906828718
u0000083:i1542344,8.40012304058
u0000083:i1663662,7.73718792618
u0000083:i1666801,7.8986633797
u0000083:i1670345,7.88466283054
u0000083:i1698641,7.16091430258
u0000083:i1823672,7.8986633797
u0000083:i1924396,8.75641385928
u0000083:i1979320,9.14695252892
u0000083:i2084970,8.99228576923
u0000083:i2096672,6.84560202248
u0000083:i2170439,7.1654065659
u0000083:i2170593,8.2791855141
u0000083:i2179136,8.32381603534
u0000083:i2245084,8.63218879707
u0000083:i2261331,8.2063681956
u0000083:i2273657,7.8986633797
u0000083:i2278388,8.81165387947
u0000083:i2305051,8.48598664058
u0000083:i2561572,7.8986633797
u0000083:i2562232,8.99176348485
u0000083:i2582802,9.42425617487
u0000083:i2614684,8.23058061842
u0000083:i2788710,7.34539768582
u0000083:i2802144,7.08190660199
u0000083:i2872718,8.67363703217
u0000083:i2883512,8.217148547
u0000083:i2980472,7.8986633797
u0000083:i2980516,8.76997904335
u0000083:i3007512,8.40035549404
u0000083:i3045616,7.8986633797
u0000083:i3079380,7.8986633797
u0000083:i3316960,8.54505149329
u0000083:i3442006,7.90226840624
u0000083:i3541262,7.63339797503
u0000083:i3592542,7.8986633797
u0000139:i0414387,8.77442633449
u0000139:i0783233,8.89167468831
u0000139:i1655441,8.0
u0000139:i1661199,8.0
u0000139:i1702014,8.93834436543
u0000139:i1731141,7.38453651735
u0000139:i1772264,7.88712863436
u0000139:i2084970,9.10765311746
u0000139:i2096673,8.0
u0000139:i2322441,8.0
u0000139:i2395427,8.0
u0000139:i2717860,7.17250864975
u0000139:i2802144,7.17276456692
u0000139:i2908446,8.0
u0000139:i2980516,8.88249428722
u0000139:i3079380,8.0
u0000139:i3316960,8.65468100869
u0000148:i0369610,8.1896400289
u0000148:i0458481,7.60178391595
u0000148:i0478970,8.1896400289
u0000148:i1029360,8.1896400289
u0000148:i1121096,5.75195522253
u0000148:i1340138,8.1896400289
u0000148:i1392190,8.1896400289
u0000148:i1617661,8.1896400289
u0000148:i1655441,8.1896400289
u0000148:i1850397,7.97921424782
u0000148:i2088003,8.1896400289
u0000148:i2106361,7.12576442602
u0000148:i2179136,8.63045476422
u0000148:i2180411,6.99203342364
u0000148:i2381249,8.1896400289
u0000148:i2395427,8.1896400289
u0000148:i2436386,8.1896400289
u0000148:i2467046,3.59802292979
u0000148:i2493486,8.1896400289
u0000148:i2582802,9.77143371
u0000148:i2802144,7.34279497689
u0000148:i2820852,8.1896400289
u0000148:i2918436,8.1896400289
u0000148:i3625152,8.1896400289
u0000148:i3672840,8.1896400289
u0000151:i0110357,8.4016794421
u0000151:i0247586,7.59833452521
u0000151:i0441773,7.50674204005
u0000151:i0458481,6.55436109651
u0000151:i0470752,7.06121860255
u0000151:i0816692,8.18328439849
u0000151:i1020072,7.62399889537
u0000151:i1065073,7.90665099349
u0000151:i1100089,6.87528893816
u0000151:i1605717,6.81803427071
u0000151:i1823672,7.06121860255
u0000151:i1971325,5.78511004559
u0000151:i1972571,4.51084179484
u0000151:i2084970,8.03889120232
u0000151:i2245084,7.7169730098
u0000151:i2262227,7.15607170728
u0000151:i2381941,7.06121860255
u0000151:i2397535,7.29815232513
u0000151:i2436386,7.06121860255
u0000151:i2548208,7.06368052764
u0000151:i2562232,8.03842429241
u0000151:i2582802,8.4250625477
u0000151:i2582846,7.72023456742
u0000151:i2737050,7.39528322644
u0000151:i2788710,6.56661213283
u0000151:i2820852,7.06121860255
u0000151:i2870612,6.16872586963
u0000151:i2872718,7.75402675353
u0000151:i2980516,7.84015423724
u0000151:i2980592,6.19083725007
u0000151:i3169706,8.05343796611
u0000160:i0365907,6.64567812706
u0000160:i0478970,7.36987106853
u0000160:i1109624,7.54800114274
u0000160:i1340138,7.36987106853
u0000160:i1392190,7.36987106853
u0000160:i1821694,7.1209686968
u0000160:i2381249,7.36987106853
u0000160:i2802144,6.60779375789
u0000179:i1631867,7.2123461176
u0000179:i1823672,6.67626836957
u0000179:i2039393,6.05000816826
u0000179:i2561572,6.67626836957
u0000179:i3152624,6.67626836957
u0000179:i3322940,5.06954545092
u0000210:i0057076,8.77721744684
u0000210:i0066995,7.41340681094
u0000210:i0079574,7.05490196603
u0000210:i0083943,7.76919180712
u0000210:i1291150,7.13154153032
u0000210:i2084970,9.36324550567
u0000210:i2278388,9.17516198905
u0000210:i2980516,9.13176793641
u0000210:i3819668,8.22450779354
u0000219:i0395972,7.76672122207
u0000219:i2582846,8.14827548062
u0000219:i2980516,8.27484398016
u0000271:i0117665,8.95768697577
u0000271:i0207201,7.75796851673
u0000271:i0277027,9.27522294225
u0000271:i0339412,8.32736026617
u0000271:i0364970,5.72463678231
u0000271:i0378109,7.42455600762
u0000271:i0416449,8.62867741891
u0000271:i0425123,7.37507968769
u0000271:i0478970,8.0
u0000271:i0482571,9.39141885985
u0000271:i0485985,6.52176410923
u0000271:i0816711,7.76514861635
u0000271:i1279935,6.94376387483
u0000271:i1411250,6.7517188757
u0000271:i1524930,8.0
u0000271:i1798709,8.77865116263
u0000271:i1821549,8.88673095167
u0000271:i1825784,8.0
u0000271:i1951264,8.44819612015
u0000271:i2002718,6.60605395637
u0000271:i2004420,7.11043296473
u0000271:i2017038,7.71710095691
u0000271:i2024469,7.95603235816
u0000271:i2024544,9.12154761905
u0000271:i2126355,8.0
u0000271:i2170299,7.2578747415
u0000271:i2294449,7.92119543892
u0000271:i2304771,8.41366284731
u0000271:i2369135,7.69781211206
u0000271:i2381249,8.0
u0000271:i2679042,8.0
u0000271:i2883512,8.32257120173
u0000271:i2996684,7.27789483018
u0000271:i3503840,8.0
u0000276:i1100089,7.12306970295
u0000276:i1528100,6.20053547447
u0000276:i2381249,7.31570014674
u0000276:i2872718,8.03347663506
u0000276:i2980516,8.12270809505
u0000326:i0441909,8.16081549139
u0000326:i1243974,7.65318067677
u0000326:i2139555,7.64569368278
u0000333:i0445939,6.81850586905
u0000333:i1702014,8.43001256462
u0000333:i1727358,6.42112897356
u0000333:i2235108,7.33953796105
u0000335:i0000417,8.95656713919
u0000335:i0015324,9.17220349167
u0000335:i0041699,8.43000273848
u0000335:i0048473,8.47065672095
u0000335:i0048956,8.9204625835
u0000335:i0052572,9.19261249235
u0000335:i0053779,8.51613658566
u0000335:i0054698,8.34074808274
u0000335:i0056801,8.81046577301
u0000335:i0070666,8.49998049781
u0000335:i0071230,8.52014926211
u0000335:i0072902,8.0
u0000335:i0086879,9.54727304533
u0000335:i0091288,8.0
